Type	Objet ID	Champ ID	Nom technique	Label actuel (EN)	Label FR (à modifier)	Description	Type de champ	Custom?	Actif?	Système?
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	8c3e91b6-b38f-42a3-a321-7a56f633193e	employees	Employees	Effectifs	Number of employees in the company	NUMBER	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	798e4913-3437-48a8-baca-9d320aacbd34	idealCustomerProfile	ICP	Profil client idéal	Ideal Customer Profile: Indicates whether the company is the most suitable and valuable customer for you	BOOLEAN	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	1e1ea850-df9a-4df2-9f99-a89ed6de3648	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	284741ba-55e4-4610-808b-65f0ea159d8b	linkedinLink	Linkedin	LinkedIn	The company Linkedin account	LINKS	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	2a747ca4-339e-4a1c-bbac-6d06ff5358c0	name	Name	Nom	The company name	TEXT	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	6b396758-d1d1-454c-8c0b-fdf0b5979d30	noteTargets	Notes		Notes tied to the company	RELATION	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	fdf138da-9df0-4989-b8fb-04b33ee1fe2f	opportunities	Opportunities		Opportunities linked to the company.	RELATION	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	c818e900-f491-47a7-9441-4fcd89815fd5	people	People	Contacts	People linked to the company.	RELATION	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	99bf8572-8abf-41f5-a199-604810df551f	taskTargets	Tasks		Tasks tied to the company	RELATION	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	5a333fa1-0905-4c55-a4fc-db900c6c404c	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	a98dee4b-68c3-4b7d-a9d7-57585937a3a3	xLink	X	X (Twitter)	The company Twitter/X account	LINKS	Non	Oui	Non
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	b1fdfe9a-ebb9-4aef-9bae-0cd99835ea66	attachments	Attachments		Attachments linked to the company	RELATION	Non	Oui	Oui
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	a8ab25da-c5f9-49d5-9b97-75928cdbda74	favorites	Favorites		Favorites linked to the company	RELATION	Non	Oui	Oui
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	6bf71ef5-3c59-4d07-80fd-478171987768	id	Id		Id	UUID	Non	Oui	Oui
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	3a7628fc-9049-41e4-b3fb-ab7c21c92fa9	position	Position	Position	Company record position	POSITION	Non	Oui	Oui
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	5b7da3f7-f06f-473a-8400-94424d84373c	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	d7fd7751-b173-4f12-afe9-d783c3170863	78b6162e-dd2b-4fbd-b9bc-f3b46fae8914	timelineActivities	Timeline Activities		Timeline Activities linked to the company	RELATION	Non	Oui	Oui
OBJET	7d4ff7a9-cf70-445f-b215-2337f113a45a		calendarEvent / calendarEvents	Événement / Événements	Événement / Événements	Calendar events		Non	Oui	
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	becaae67-3d82-4d57-9ad8-4442c840df95	calendarChannelEventAssociations	Calendar Channel Event Associations		Calendar Channel Event Associations	RELATION	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	42384de8-dcdd-4a38-93bb-cc6e552b7df9	conferenceSolution	Conference Solution		Conference Solution	TEXT	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	d06b24c4-220a-4787-98f3-b33b5baaf566	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	8d559935-deb4-4345-a5f3-6bf7c8bb5726	externalCreatedAt	Creation DateTime		Creation DateTime	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	3defb53b-08cf-4fe8-8dc1-20ab05d6ddb7	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	eca65764-9b11-459f-b9ac-aa8f287d02b9	description	Description	Description	Description	TEXT	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	48e15e4b-b1ef-413d-87d5-5b6fbfb2b0d4	endsAt	End Date		End Date	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	ec84800e-edfd-435a-abbc-05a13c3ea9e2	calendarEventParticipants	Event Participants		Event Participants	RELATION	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	d18db5be-eb1f-4d44-9e6b-8a2cc5b925b2	iCalUid	iCal UID		iCal UID	TEXT	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	b7f4a717-5af3-4c56-8e97-5757f3de73ec	isCanceled	Is canceled		Is canceled	BOOLEAN	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	1e2e3c11-c138-4839-9783-a63e1398b059	isFullDay	Is Full Day		Is Full Day	BOOLEAN	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	3c8ed914-8e06-4e04-b91a-46bab17f6473	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	ce4f7df4-26a0-4324-aad5-b2df62d7d832	location	Location		Location	TEXT	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	16aa14b7-bfda-45c2-a016-6d3ad957b174	conferenceLink	Meet Link		Meet Link	LINKS	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	5ca40dee-e48e-4ea7-9757-0c5412523cdd	startsAt	Start Date		Start Date	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	d30338b0-ede1-4441-a2b3-1fa5a49aea58	title	Title	Titre	Title	TEXT	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	2d7e520e-86eb-4c9d-9fef-8c2b400b605e	externalUpdatedAt	Update DateTime		Update DateTime	DATE_TIME	Non	Oui	Non
  champ	7d4ff7a9-cf70-445f-b215-2337f113a45a	2a6549ef-3891-4afd-8a36-e2f8747c818a	id	Id		Id	UUID	Non	Oui	Oui
OBJET	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4		workflowRun / workflowRuns	Exécution du flux de Travail / Exécution du flux de Travails		A workflow run		Non	Oui	
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	dbcaddaa-0ce7-4abd-99e8-46129aa190db	context	Context		Context of the workflow run	RAW_JSON	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	3bb082bf-a3e5-49f0-acd9-590e176f52c0	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	b3747521-1b0b-4a45-8400-5e8300cdbd3e	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	2a28268a-c696-4bdc-8cc7-04225eee1bcb	createdBy	Executed by	Créé par	The executor of the workflow	ACTOR	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	006b3f15-7934-48ad-9b57-c1d20507c6c0	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	9bb92dd1-1ac6-4485-b2c4-e1677bd1e025	name	Name	Nom	Name of the workflow run	TEXT	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	c176a78f-7020-4d30-aaae-5c8c8ab21fe3	output	Output		Output of the workflow run	RAW_JSON	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	15dcbfbd-d6c6-4f26-b745-495eab9c83ad	state	State		State of the workflow run	RAW_JSON	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	c4fefdf9-21b6-4e51-a060-d2518b3f7fdd	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	3a861584-f2d4-4d4b-b2f2-dd51c0f0467d	workflow	Workflow		Workflow linked to the run.	RELATION	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	f14f1f0f-e08e-4f20-adda-aa0484dbdd26	endedAt	Workflow run ended at		Workflow run ended at	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	936c7361-9aad-4c84-8f86-3aa2b10f9cb3	enqueuedAt	Workflow run enqueued at		Workflow run enqueued at	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	6c228983-709b-4f36-91d4-e0ec9b5170c5	startedAt	Workflow run started at		Workflow run started at	DATE_TIME	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	f8849403-8846-4465-9c53-15610fb1b548	status	Workflow run status	Statut	Workflow run status	SELECT	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	51f4f42b-fc74-4631-b1df-af48497c6c1a	workflowVersion	Workflow version		Workflow version linked to the run.	RELATION	Non	Oui	Non
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	63ee57cc-c846-4f97-8f9e-8e28a8973ad7	favorites	Favorites		Favorites linked to the workflow run	RELATION	Non	Oui	Oui
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	a61a832d-9751-4c21-9fa5-1d5dde1fe1e3	id	Id		Id	UUID	Non	Oui	Oui
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	0b13d6dc-31e8-4ad9-b4ce-5f7af11ecd17	position	Position	Position	Workflow run position	POSITION	Non	Oui	Oui
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	a02f6f20-51b9-4b50-a51a-2d0cab086047	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	1ce0a8b5-2977-4d85-be86-4726cf1d6fa4	c4ef1ba4-1f61-45d8-a090-ed0e669ccb75	timelineActivities	Timeline Activities		Timeline activities linked to the run	RELATION	Non	Oui	Oui
OBJET	6950e7df-6994-4960-b542-210c3b694294		favorite / favorites	Favori / Favoris	Favori / Favoris	A favorite		Non	Oui	
  champ	6950e7df-6994-4960-b542-210c3b694294	858d439d-56c8-4a38-9baa-4149af91376c	company	Company	Entreprise	Favorite company	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	61574be7-46e4-4722-b3fb-61d7fc44e2d9	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	456c9755-6501-4520-b646-e6ac04c15466	dashboard	Dashboard		Favorite dashboard	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	abb3b106-7112-44d5-a01d-687fcee57006	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	be9f039a-ca87-4683-8204-0500a2ca013a	favoriteFolder	Favorite Folder		The folder this favorite belongs to	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	f6aa3756-5320-4540-ae23-c8cb693b0318	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	fc2159e1-638f-48e0-9df1-fa5665998ecb	note	Note		Favorite note	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	ce94608c-dc01-4e6d-af34-baf8359d6bd2	opportunity	Opportunity		Favorite opportunity	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	66a9c4b7-39ed-4df7-8474-aa82a91cfe2d	person	Person	Contact	Favorite person	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	36d86341-9520-4534-b6e4-8fcf734d18b7	task	Task		Favorite task	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	8c38c8c0-2c44-4c48-8167-98f5872f438b	viewId	ViewId		ViewId	UUID	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	3160555b-3a31-46b1-87f3-1ea13750b7d3	workflow	Workflow		Favorite workflow	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	b07aa43d-d4bb-4a1c-95f2-46604dc01467	workflowRun	Workflow		Favorite workflow run	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	7965c0e9-edce-4a35-abd3-c843f043e5b7	workflowVersion	Workflow		Favorite workflow version	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	293d1c9b-0d70-416e-8707-fac6aab49dda	forWorkspaceMember	Workspace Member		Favorite workspace member	RELATION	Non	Oui	Non
  champ	6950e7df-6994-4960-b542-210c3b694294	c97a0ee5-19b9-4f1d-9d1b-859674ae883d	id	Id		Id	UUID	Non	Oui	Oui
  champ	6950e7df-6994-4960-b542-210c3b694294	9bf1b9fb-66ae-44af-8cfa-adab0ca70ef6	position	Position	Position	Favorite position	NUMBER	Non	Oui	Oui
OBJET	0251a248-798e-4bbb-951d-e4a0fa7d12cd		workspaceMember / workspaceMembers	Membre / Membres	Membre / Membres	A workspace member		Non	Oui	
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	140e996e-0fbc-4d06-8879-0cab145cdad1	assignedTasks	Assigned tasks		Tasks assigned to the workspace member	RELATION	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	76d4d183-6948-49d1-9b45-be8cab11cacc	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	9bd1a5b9-3614-4ccc-b04b-df7d8661f60f	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	57ca5846-feef-4fc2-b05f-8b38301484b2	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	aad33917-3fb5-44a4-8f50-76f61bd600c2	name	Name	Nom	Workspace member name	FULL_NAME	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	659fa859-879e-4f64-8b5f-305a5d1950ed	ownedOpportunities	Owned opportunities		Opportunities owned by the workspace member	RELATION	Non	Oui	Non
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	3a567a34-7989-4fa5-836f-f97de9fd5803	accountOwnerForCompanies	Account Owner For Companies		Account owner for companies	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	872258dd-0acc-4917-be93-4214c028e323	avatarUrl	Avatar Url	Avatar	Workspace member avatar	TEXT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	eb6d7126-870d-4198-bff7-a1403bb559ef	blocklist	Blocklist		Blocklisted handles	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	740217b5-9dfa-4d7c-8608-63854dffe95b	calendarEventParticipants	Calendar Event Participants		Calendar Event Participants	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	4c30e4bb-7b76-474c-a2ec-8fd93e082af7	colorScheme	Color Scheme		Preferred color scheme	TEXT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	611aaebb-30eb-40d6-a651-a92e557c2daf	connectedAccounts	Connected accounts		Connected accounts	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	d071d4f9-d45e-4d91-93c9-7dd65ba4a422	dateFormat	Date format		User's preferred date format	SELECT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	a38d2940-911e-45b4-a0f5-eec38a8775b9	timelineActivities	Events		Events linked to the workspace member	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	ba95b750-d16f-4a4f-96e2-708a4b631add	favorites	Favorites		Favorites linked to the workspace member	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	2fc946b0-1df5-4309-ae69-28e9d895684a	id	Id		Id	UUID	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	cfbb660a-11c3-482f-aeab-1f212fc4c97e	locale	Language		Preferred language	TEXT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	77911441-852e-45f5-bdac-bdac7f35790e	messageParticipants	Message Participants		Message Participants	RELATION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	35640743-a97f-4c86-9fc3-290ab48cddc0	numberFormat	Number format		User's preferred number format	SELECT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	352ed230-3426-495b-87c0-ed7948a52c2c	position	Position	Position	Workspace member position	POSITION	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	24536455-0e23-43f9-ade3-4aa039aba173	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	aa0dbf15-5ea9-4013-880c-c3c936f8a6a5	calendarStartDay	Start of the week		User's preferred start day of the week	NUMBER	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	ef57b78a-a8ac-4e43-b44d-9810bb6aeeb7	timeFormat	Time format		User's preferred time format	SELECT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	d030525d-a5fb-431e-8072-3f97f84b72b2	timeZone	Time zone		User time zone	TEXT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	2c921460-f03d-49fe-9121-d774e767d373	userEmail	User Email		Related user email address	TEXT	Non	Oui	Oui
  champ	0251a248-798e-4bbb-951d-e4a0fa7d12cd	81fd5fda-906a-49a2-845c-51188cc39726	userId	User Id		Associated User Id	UUID	Non	Oui	Oui
OBJET	2050c310-9f05-4225-9f93-f09387a753b0		message / messages	Message / Messages	Message / Messages	Message		Non	Oui	
  champ	2050c310-9f05-4225-9f93-f09387a753b0	a2d0ff1c-9071-4fbd-959b-f7233f5769ff	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	8c6694c5-e4fd-44ba-a6e9-5dfae702fa0e	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	eac433ad-ee4c-4e1d-afa9-0db829b56ad1	direction	Direction		Message Direction	SELECT	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	079410af-9f3b-492d-b84a-434b92ed0953	headerMessageId	Header message Id		Message id from the message header	TEXT	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	880b28d3-e98e-4988-9d4f-38f967284684	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	62196e79-aa56-4816-9853-1f2971ebcd54	messageChannelMessageAssociations	Message Channel Association		Messages from the channel.	RELATION	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	5e30a135-351a-4a86-8768-d7ffaceb0a49	messageParticipants	Message Participants		Message Participants	RELATION	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	6837a6e4-4ea0-4ea8-ade7-26084357eec4	messageThread	Message Thread Id		Message Thread Id	RELATION	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	61eacb67-5ecb-49e0-bb28-ed5ba765839f	receivedAt	Received At		The date the message was received	DATE_TIME	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	eb81b479-ad47-4127-bc78-765d6de3b2e7	subject	Subject		Subject	TEXT	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	c107c0c7-f087-4ab8-8eb9-3ef247531708	text	Text		Text	TEXT	Non	Oui	Non
  champ	2050c310-9f05-4225-9f93-f09387a753b0	71057577-6f0b-4faf-b6a2-80427e4ed801	id	Id		Id	UUID	Non	Oui	Oui
OBJET	fad7ec80-eb7d-4136-b150-9b3a772869f1		messageChannel / messageChannels	Message Channel / Message Channels		Message Channels		Non	Oui	
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	7f41e8fa-d3aa-4c38-bf36-b38440ac8efe	connectedAccount	Connected Account		Connected Account	RELATION	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	50ce834a-85e3-4e22-9d29-b297de0372e0	contactAutoCreationPolicy	Contact auto creation policy		Automatically create People records when receiving or sending emails	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	b6f6804a-2ad0-4cd4-b327-f7156953afd8	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	5d167bd9-dab8-40ea-b607-1c446d266570	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	37d2e84c-2d7b-4466-8e75-5620044d94d5	excludeGroupEmails	Exclude group emails		Exclude group emails	BOOLEAN	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	548abe08-e0e4-4e67-b653-3ddcb4fa2274	excludeNonProfessionalEmails	Exclude non professional emails		Exclude non professional emails	BOOLEAN	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	54e62986-c7fb-4b1a-9967-d99b4a97c019	handle	Handle		Handle	TEXT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	9dea7fc6-c9fd-4e0d-b1e3-a67ca7fc0f7d	isContactAutoCreationEnabled	Is Contact Auto Creation Enabled		Is Contact Auto Creation Enabled	BOOLEAN	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	c18b48b3-a6ab-41fa-8af8-ae059dde9d71	isSyncEnabled	Is Sync Enabled		Is Sync Enabled	BOOLEAN	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	ac53e593-a159-4b6a-8c1f-f35b601a406a	syncCursor	Last sync cursor		Last sync cursor	TEXT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	db428c51-2eba-4ed7-af3d-5a75f8d67d1a	syncedAt	Last sync date		Last sync date	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	1ddb20ae-2c12-4bfe-a676-3487db676395	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	ad5c93aa-ad83-41ec-894e-7b41fe9fa521	messageChannelMessageAssociations	Message Channel Association		Messages from the channel.	RELATION	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	5a80a19d-a7bd-4a73-a32a-5b7266ef5665	messageFolderImportPolicy	Message folder import policy		Message folder import policy	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	c99536c1-3822-4055-b9ea-b828d2dab90f	messageFolders	Message Folders		Message Folders	RELATION	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	732e85d6-685c-4c73-b78e-d33f97031145	pendingGroupEmailsAction	Pending group emails action		Pending action for group emails	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	c10dcc9d-0d9c-4cbd-ba5f-9852420cccb6	syncStage	Sync stage		Sync stage	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	e18afa64-a6b0-48d7-a290-85ead2492eb1	syncStageStartedAt	Sync stage started at		Sync stage started at	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	c12a8c09-e240-4baa-8684-ed608ac37d3b	syncStatus	Sync status		Sync status	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	1c4aade3-96e9-4a08-808c-f4f065be2b15	throttleFailureCount	Throttle Failure Count		Throttle Failure Count	NUMBER	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	6a0d4596-155b-4278-b4e2-c5760e573183	throttleRetryAfter	Throttle Retry After		Throttle Retry After	DATE_TIME	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	13a28bc7-b22c-4ed9-822e-418a9e176877	type	Type	Type	Channel Type	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	03ee05f1-8893-45fd-9b0f-53653ce7fcd4	visibility	Visibility		Visibility	SELECT	Non	Oui	Non
  champ	fad7ec80-eb7d-4136-b150-9b3a772869f1	77878f1c-f24d-413e-b770-6c915843bca4	id	Id		Id	UUID	Non	Oui	Oui
OBJET	37664147-57f4-4082-b6ca-dec2d0ca22d5		messageChannelMessageAssociation / messageChannelMessageAssociations	Message Channel Message Association / Message Channel Message Associations		Message Synced with a Message Channel		Non	Oui	
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	3cac1147-c1dc-4aef-ae91-0e66ebf9a816	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	05cb1026-9a99-4b79-b8f7-1b67403efdd0	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	3ac6f1a4-56d7-4914-9a52-a235c1ece631	direction	Direction		Message Direction	SELECT	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	4ceb4813-596a-49fd-97bb-ed44060eec2f	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	64669c94-4043-494a-9f2b-ae46c1ca3c23	messageChannel	Message Channel Id		Message Channel Id	RELATION	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	4ef1b87b-b703-4859-8a28-aa912f392f24	messageExternalId	Message External Id		Message id from the messaging provider	TEXT	Non	Oui	Non
