Type	Objet ID	Champ ID	Nom technique	Label actuel (EN)	Label FR (à modifier)	Description	Type de champ	Custom?	Actif?	Système?
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	cef5ca57-1b36-46f2-95ed-08053ba0e565	message	Message Id		Message Id	RELATION	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	a40751a2-5a92-48c7-93be-d1cd984bee6c	messageThread	Message Thread Id		Message Thread Id	RELATION	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	ca9b798d-4cff-4dc5-bd44-57eb629e7ec6	messageThreadExternalId	Thread External Id		Thread id from the messaging provider	TEXT	Non	Oui	Non
  champ	37664147-57f4-4082-b6ca-dec2d0ca22d5	5dad4bef-3a61-4e00-97ee-7cadfe061f08	id	Id		Id	UUID	Non	Oui	Oui
OBJET	ffce42f3-925e-44c8-b273-2871743b357e		messageFolder / messageFolders	Message Folder / Message Folders		Message Folders		Non	Oui	
  champ	ffce42f3-925e-44c8-b273-2871743b357e	2b74df02-6dfc-4958-9b3a-e005fb2803e0	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	b3a47164-2ecd-4c01-944a-38315410e23f	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	30cc23f1-1bc7-4a97-b736-62714baf1643	externalId	External ID		External ID	TEXT	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	2dfbb54f-745e-48f3-92d7-5d54960c2307	isSentFolder	Is Sent Folder		Is Sent Folder	BOOLEAN	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	86cd3f95-3df6-4673-b701-dceb15a992e5	isSynced	Is Synced		Is Synced	BOOLEAN	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	ade0b8a3-6397-4917-9199-949894429a94	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	d25cc87d-33ad-45fa-bb9c-6bf6a36f1b69	messageChannel	Message Channel		Message Channel	RELATION	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	202e3251-767c-4330-aa4b-fd283bbd860d	name	Name	Nom	Folder name	TEXT	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	609a02a3-788a-42d4-9811-c5b120a2e00b	parentFolderId	Parent Folder ID		Parent Folder ID	TEXT	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	7f5ba4d3-8a91-46ea-b1f3-69e5b3650c84	pendingSyncAction	Pending Sync Action		Pending action for folder sync	SELECT	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	42c51d00-1af8-40f1-a4f7-cdc13fdab413	syncCursor	Sync Cursor		Sync Cursor	TEXT	Non	Oui	Non
  champ	ffce42f3-925e-44c8-b273-2871743b357e	27c9129f-7aa9-462c-87fe-9722e0b8f70f	id	Id		Id	UUID	Non	Oui	Oui
OBJET	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb		messageParticipant / messageParticipants	Message Participant / Message Participants		Message Participants		Non	Oui	
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	6a6cc6fe-9461-4dbc-b494-1ac9b3f8817e	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	24b131e8-cba5-42c1-8e20-ee63f290b883	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	2bdc3adf-fa4c-4754-8909-dca778888fca	displayName	Display Name		Display Name	TEXT	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	b32277ac-b162-4258-bbd8-110194e5fbd3	handle	Handle		Handle	TEXT	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	30104bed-312c-4d26-a5da-dee552da17e2	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	6b505aab-6e26-403c-923d-eaa60da4c149	message	Message		Message	RELATION	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	42aefd7d-1c54-4256-b965-a22b00a90bd1	person	Person	Contact	Person	RELATION	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	742c1bec-255c-41d9-9575-d89e674057e1	role	Role		Role	SELECT	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	1832df68-ffb9-4029-8f78-0f9d4aab9007	workspaceMember	Workspace Member		Workspace member	RELATION	Non	Oui	Non
  champ	a5af5e46-3eb7-445b-8a05-97d81e6f2fbb	2c76caaa-6c62-466f-a823-40694939208d	id	Id		Id	UUID	Non	Oui	Oui
OBJET	91b696ab-88ea-4cb8-8631-4029cfd459f4		messageThread / messageThreads	Message Thread / Message Threads		Message Thread		Non	Oui	
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	beae2a98-323a-40cf-94eb-9ad2cea9331f	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	d8cb2604-d446-491e-b798-2a41667492b5	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	28e48b5b-fb77-4680-b067-8b1677446726	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	c0adf514-231f-421e-9dcc-57400110db5e	messageChannelMessageAssociations	Message Channel Association		Messages from the channel.	RELATION	Non	Oui	Non
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	4efcfd9e-fe75-4dc8-aa3f-3d2a043fcfa1	messages	Messages		Messages from the thread.	RELATION	Non	Oui	Non
  champ	91b696ab-88ea-4cb8-8631-4029cfd459f4	b9da4bfd-e7ab-46f7-bbeb-04d8c589fdf4	id	Id		Id	UUID	Non	Oui	Oui
OBJET	00688782-e4ab-4524-9372-70b00ece4836		note / notes	Note / Notes	Note / Notes	A note		Non	Oui	
  champ	00688782-e4ab-4524-9372-70b00ece4836	82977cef-bffd-4850-89d5-a5b3373d37fc	bodyV2	Body		Note body	RICH_TEXT_V2	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	184cd41c-8395-4a41-9948-ef52f135f243	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	09f64985-4c73-47f8-9625-3011996bf3bb	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	5c9bf1e6-18b6-44ff-a935-d9e80a2efa37	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	9e941720-936f-4db9-98ac-57f75672bf48	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	04479098-71f2-4ae3-be20-1b483ebf137a	title	Title	Titre	Note title	TEXT	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	11f776c6-ff76-4b3f-a18a-6efd8b2f7389	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	00688782-e4ab-4524-9372-70b00ece4836	e19cce75-856b-4ca3-b291-a10e1c3155de	attachments	Attachments		Note attachments	RELATION	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	c33b56f8-76ce-40ed-a02e-3ca324dd5e02	favorites	Favorites		Favorites linked to the note	RELATION	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	1f3991df-b413-4a69-bd42-5899df90e3e5	id	Id		Id	UUID	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	23e0ff12-a147-450c-8778-c0167be1b220	position	Position	Position	Note record position	POSITION	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	200ee768-7cec-4314-a676-f79ea3bc54e3	noteTargets	Relations		Note targets	RELATION	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	189427ec-c78f-4fcd-b148-d7ea56630000	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	00688782-e4ab-4524-9372-70b00ece4836	0cda9090-22ac-435e-a0e0-5089bb5f6fa9	timelineActivities	Timeline Activities		Timeline Activities linked to the note.	RELATION	Non	Oui	Oui
OBJET	55ef6e7d-af89-4544-9e7b-e686334c4033		opportunity / opportunities	Opportunité / Opportunités	Opportunité / Opportunités	An opportunity		Non	Oui	
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	155bda84-4717-45cb-9edc-b0f65c87d946	amount	Amount	Montant	Opportunity amount	CURRENCY	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	bb68a053-b84d-4774-9f22-ff87c377b0e6	closeDate	Close date	Date de clôture	Opportunity close date	DATE_TIME	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	5d802a52-e36e-408d-8693-d1f61913c06b	company	Company	Entreprise	Opportunity company	RELATION	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	67cfc98d-1bf7-4238-88c2-43086f14d685	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	f6396ad5-190f-4fa4-8ffe-8b2cb88419a7	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	81d3400a-08a9-4994-9ac4-91b9d9aed3e7	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	ef1aa942-00aa-482b-b7ac-f465917f7804	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	7d45301e-6e77-41d4-b3d7-d0a868736f4e	name	Name	Nom	The opportunity name	TEXT	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	46d6df16-faa7-4a29-a47b-175beb3050b2	noteTargets	Notes		Notes tied to the opportunity	RELATION	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	7c61494c-06c7-44cd-85db-82b4e749b4be	owner	Owner		Opportunity owner	RELATION	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	b7b50e43-83d3-460b-a7e2-91ea51bbecad	pointOfContact	Point of Contact	Point de contact	Opportunity point of contact	RELATION	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	4d16558c-fff1-44c8-a2ac-21961f9a083a	stage	Stage	Étape	Opportunity stage	SELECT	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	bf0bf196-1f1f-4d11-862f-680a8435f272	taskTargets	Tasks		Tasks tied to the opportunity	RELATION	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	a856ba8c-9abb-45ac-9f1a-a9844ca2d291	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	633884a5-1788-42ae-b1fb-c49bb4c089b0	attachments	Attachments		Attachments linked to the opportunity	RELATION	Non	Oui	Oui
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	570870cc-159e-43a0-99cc-abad4439136f	favorites	Favorites		Favorites linked to the opportunity	RELATION	Non	Oui	Oui
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	947455f0-92ae-49f2-8373-3d8e778537bb	id	Id		Id	UUID	Non	Oui	Oui
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	cfc37a93-316e-4d8b-a90c-9d55f5fea3e4	position	Position	Position	Opportunity record position	POSITION	Non	Oui	Oui
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	aa0d9069-1187-494d-85ca-1af0a2e85495	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	55ef6e7d-af89-4544-9e7b-e686334c4033	7d97f906-06a6-4143-8755-b54e1df332c1	timelineActivities	Timeline Activities		Timeline Activities linked to the opportunity.	RELATION	Non	Oui	Oui
OBJET	47deb975-0095-4624-b920-2dc0ffb2c8db		attachment / attachments	Pièce jointe / Pièces jointes	Pièce jointe / Pièces jointes	An attachment		Non	Oui	
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	2413141d-23b6-49ba-805d-ccb43d818830	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	8958ff84-51b3-409b-b29f-18230ac9c5cc	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	d9a8206c-812b-40a0-8bfe-6c4fa4ef2fe9	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	b6f08e60-d2e4-4f9c-8da5-853228748933	file	File		Attachment file	FILES	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	68e56950-4b1b-4a67-a04e-9ee868d1e143	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	c1664088-c82b-41e6-beb9-ab86923f470f	name	Name	Nom	Attachment name	TEXT	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	c5f048a5-3742-4fbd-8bb1-7cc0b857bca4	targetPerson	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	c22030e4-082e-4907-9b81-482b1b7f01b8	targetNote	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	67dfd2db-4c9c-4782-a071-a5cd70f02742	targetTask	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	66dff6a9-7a5f-4dc2-b88e-776640d4cc58	targetDashboard	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	c0502d41-2170-45a3-a745-f4c61b21b839	targetOpportunity	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	aeb3a7c9-c30d-4baa-b323-020d7e1073a6	targetCompany	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	926e03cb-6963-4851-a429-8ae3d2c2a9fc	targetWorkflow	Target		Attachment target	MORPH_RELATION	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	94a3d5f9-c3cc-43e1-bfa2-392ea7cc6141	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	bb574502-3ef0-48d6-aad4-a0b9c408dcd5	fileCategory	File category		Attachment file category	SELECT	Non	Oui	Oui
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	5b5b3889-6054-4358-9a99-1fd09f0aca92	fullPath	Full path		Attachment full path	TEXT	Non	Oui	Oui
  champ	47deb975-0095-4624-b920-2dc0ffb2c8db	32958991-151e-4190-a99e-9d503b8ecc66	id	Id		Id	UUID	Non	Oui	Oui
OBJET	d746a03e-c65a-4db2-aaed-f2c2b252f2c2		dashboard / dashboards	Tableau de bord / Tableau de bords		A dashboard		Non	Oui	
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	a30c5c78-fa4b-45d9-914d-667167944f28	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	0d7fa602-559f-4a68-8cd2-81d3efc20a02	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	853bc36d-d2a0-4139-b665-de6565132df6	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	c4f01266-1646-4fd3-8949-ed16dff2c431	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	8b2b6553-3cd0-4918-b074-67f70c4879c2	pageLayoutId	Page Layout ID		Dashboard page layout	UUID	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	dcf4e03f-9cf9-4846-8319-0d310dfb201a	title	Title	Titre	Dashboard title	TEXT	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	0a507167-e163-4f17-a689-8760e39d95b1	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	85ea3b8c-88e4-4924-96f1-d762e651c751	attachments	Attachments		Attachments linked to the dashboard	RELATION	Non	Oui	Oui
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	66e70f53-82e8-4934-bdf7-0502dbf10794	favorites	Favorites		Favorites linked to the dashboard	RELATION	Non	Oui	Oui
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	5fe339d1-996f-4a15-85e6-2dbf03369f06	id	Id		Id	UUID	Non	Oui	Oui
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	34f2f274-6d75-4a6e-825d-d255c550d8b9	position	Position	Position	Dashboard record Position	POSITION	Non	Oui	Oui
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	8f2cddac-6090-420f-ae3b-ee7bf9a01adc	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	d746a03e-c65a-4db2-aaed-f2c2b252f2c2	95aba66c-0789-4854-9749-1265c6ce9b2d	timelineActivities	Timeline Activities		Timeline activities linked to the dashboard	RELATION	Non	Oui	Oui
OBJET	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab		task / tasks	Tâche / Tâches	Tâche / Tâches	A task		Non	Oui	
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	2bb53ee3-f353-49ad-b8da-b742a0f98b84	assignee	Assignee	Assigné à	Task assignee	RELATION	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	c0fc8f65-86d3-4230-9435-193d6dba28f9	bodyV2	Body		Task body	RICH_TEXT_V2	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	b440787b-86ae-49d7-ba75-dd87439d0d04	createdBy	Created by	Créé par	The creator of the record	ACTOR	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	ad1ede2d-71c0-457f-96a1-93dbdb02ffcc	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	a77ad8d3-dd1e-4d5f-9362-604f8b4a4abe	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	dd30c9a2-2cfc-4b53-8e1c-7ff629396d46	dueAt	Due Date	Échéance	Task due date	DATE_TIME	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	247cc9e6-71a6-4c7a-b736-fe9fd96cf085	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	9f3888f2-a203-4242-8a48-aee56be614b7	status	Status	Statut	Task status	SELECT	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	d864ef1b-3d92-46fd-b152-62308b7b89d5	title	Title	Titre	Task title	TEXT	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	9a924ec5-5182-40d1-b063-e95ac2efdf52	updatedBy	Updated by		The workspace member who last updated the record	ACTOR	Non	Oui	Non
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	89111627-afb9-4c89-8f1c-0e8a5669a99e	attachments	Attachments		Task attachments	RELATION	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	7e25cd13-e32a-42a6-b44b-8c6024fc8247	favorites	Favorites		Favorites linked to the task	RELATION	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	77f57169-1cc7-40f6-9fd6-b5ef3c93485b	id	Id		Id	UUID	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	2087a18b-f55b-4d09-a42b-6930ae6222e4	position	Position	Position	Task record position	POSITION	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	9aecd55d-a0ec-4724-92c9-3d4bddaeadd0	taskTargets	Relations		Task targets	RELATION	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	af497b1c-2a30-4217-a083-30663ac4f6e2	searchVector	Search vector	Vecteur de recherche	Field used for full-text search	TS_VECTOR	Non	Oui	Oui
  champ	8bfd99a9-9594-4e4d-a87d-ab06ccd1e0ab	5430a469-348b-476e-882a-797015a74502	timelineActivities	Timeline Activities		Timeline Activities linked to the task.	RELATION	Non	Oui	Oui
OBJET	aa6d5c90-fe78-41bf-8783-770855217b36		timelineActivity / timelineActivities	Timeline Activity / Timeline Activities		Aggregated / filtered event to be displayed on the timeline		Non	Oui	
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	f046b336-9ea9-4625-9f23-d4d57509f3bc	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	4a8a1860-3c27-48e1-81a2-188c83f61c04	happensAt	Creation date		Creation date	DATE_TIME	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	e7de4da3-cf11-446f-a8fa-1728e0518d76	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	0a75c0a8-cd3b-4d73-af71-c2cca6c2dd64	properties	Event details		Json value for event details	RAW_JSON	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	b00374c2-4a7a-4681-8d75-1151f64d2cda	name	Event name	Nom	Event name	TEXT	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	e9a0e0b7-4f9d-4a58-a042-0568b4dc108e	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	4f59eb30-0e8d-491f-ae77-cf8f3790164a	targetDashboard	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	e0c94c3c-4561-45bb-9a7f-143b9280f0e6	targetOpportunity	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	b5f445f3-9c0d-42d6-9ebe-36d97c8f5ae9	targetNote	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	0c405b63-10a5-4644-b8e0-4cbc44b7fa2f	targetWorkflow	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	19f38067-9da4-4f3e-ad71-a1ffcb8341b1	targetPerson	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	3f58ddeb-3a28-47b1-ab11-a6b9b3e2b82d	targetWorkflowVersion	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	8d97f8e5-3588-4b24-944e-1d1782726379	targetCompany	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	7ce57ad5-7f3e-4dcf-9978-5bddfbfcb63f	targetTask	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	9fa9685a-4320-491a-844f-fc3565e82f1a	targetWorkflowRun	Target		Event target	MORPH_RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	1db75831-05b9-4725-a728-c591cd71686b	workspaceMember	Workspace Member		Event workspace member	RELATION	Non	Oui	Non
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	86264b8e-727e-48e5-afdc-9012a0e2e0b5	id	Id		Id	UUID	Non	Oui	Oui
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	053b0d68-217f-4824-9211-3bf2effa01d1	linkedObjectMetadataId	Linked Object Metadata Id		Linked Object Metadata Id	UUID	Non	Oui	Oui
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	1f35999d-392e-4cc1-bd00-64a2c3c02c93	linkedRecordCachedName	Linked Record cached name		Cached record name	TEXT	Non	Oui	Oui
  champ	aa6d5c90-fe78-41bf-8783-770855217b36	aeba03da-8d07-4d44-855b-a3a0b6245887	linkedRecordId	Linked Record id		Linked Record id	UUID	Non	Oui	Oui
OBJET	510ea02f-ef03-480d-bba7-b080aa765945		workflowVersion / workflowVersions	Version du flux de Travail / Version du flux de Travails		A workflow version		Non	Oui	
  champ	510ea02f-ef03-480d-bba7-b080aa765945	f7931240-1642-4b67-845b-ebe07965d712	createdAt	Creation date	Date de création	Creation date	DATE_TIME	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	0405fb5e-9c89-4b49-af03-e9b98d81e539	deletedAt	Deleted at	Date de suppression	Date when the record was deleted	DATE_TIME	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	6ee93f57-e92e-4188-ae11-828675c8ab07	updatedAt	Last update	Date de modification	Last time the record was changed	DATE_TIME	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	de075ed0-37ff-49bd-bdc1-0ec962521ab6	name	Name	Nom	The workflow version name	TEXT	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	0f4f415f-88ec-4458-ae48-c8acccb326ad	runs	Runs		Workflow runs linked to the version.	RELATION	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	d3a1308d-8cc5-4ca4-ad15-53970e5b8a42	status	Version status	Statut	The workflow version status	SELECT	Non	Oui	Non
  champ	510ea02f-ef03-480d-bba7-b080aa765945	c89601e0-a640-48df-a09a-03d98d68b2da	steps	Version steps		Json object to provide steps	RAW_JSON	Non	Oui	Non
